"ICPC1";"ICPC2";"dis1";"dis2";"goldstandard";"CUI1";"dpsA";"CUI2";"dpsB"
"F92";"F83";"cataract";"diabetic retinopathy";"INVALID";"C0086543";"[10002,10083,10084,10210,10461,10518,10585,10594,10682,10716,10733,10804,1161,1258,1259,1280,1285,1286,1294,1297,1298,1299,1301,1376,1387,1406,1409,1410,1413,1414,1415,1420,1421,1427,1462,1593,1605,1643,1717,1736,175,1760,1798,182,2033,2067,2068,207,2071,2072,2073,2074,2200,2218,2250,22930,22931,2296,23020,2303,231,2317,23203,23322,23418,23424,23568,23746,24,24148,2512,257,25782,25794,2584,25861,2592,26121,26137,26160,26191,26227,26610,2671,2697,2703,2707,27077,2717,2778,291,2979,29925,29954,3000,3035,3052,3105,3166,326,3339,3420,3516,355,3614,3756,3769,3982,4010,4041,4094,4117,415,4284,4329,4575,4598,4627,4647,4668,4693,472,4751,4758,4771,4810,4851,490,4901,4952,4990,5015,5053,5080,50939,51057,51259,5145,5148,5158,51684,5189,5190,5191,5192,5193,5194,5195,5264,5290,5295,5309,5428,54507,54567,54714,54765,54880,54903,55214,55624,55670,55699,5727,5728,5741,57447,5745,5824,5828,583,5830,5832,5925,5949,5961,5995,60,6010,6017,6094,6100,6101,6102,6103,6121,617,6247,627,6295,6309,6513,652,699,701,7020,7045,7275,7287,7399,7401,7431,7436,7439,7473,7486,7490,7507,7508,7555,762,7840,8443,8481,8504,8517,8573,8643,8671,8675,8799,8842,8985,9128,9129,9150,9184,9197,9215,9227,9247,9361,9401,9409,9640,9657,9702,9742,9896,9987,100188774,100302720,10306,1969,10484,1412,1417,1419,3299,128637,1287,1411,2108,2109,2110,23095,2651,4047,4511,4512,4513,4514,4519,4535,4540,4541,4558,4566,4567,4572,4574,4577,4578,5605,5979,6390,6392,7428,7466,8419,857,128866,146862,2700,631,79443,878,1484,26090,51099,8322,266979,55750,6648,387700,907,493862,57724,9193,619404,7792,80207,80770,8130,81863,84668,9445]";"C0035309";"[1001,100506658,10806,1103,11277,1280,1297,1301,1497,189,2068,2071,2072,2073,224,22954,23411,25974,26277,2645,3043,30813,3162,3383,3425,3440,3630,3651,368,3767,406958,406959,407053,4318,4543,4547,4644,4758,4843,51128,5155,5167,5191,5264,5311,5351,5627,5727,5788,6833,7070,7124,7274,7422,7431,8322,8813,10002,10083,10461,10518,10594,1121,1258,1259,1261,1406,22999,23020,23093,23746,24,25794,25861,26121,26504,2652,2677,2779,28982,2916,2978,3000,3035,3614,3769,4117,4308,4575,4598,4647,4901,4942,50939,5130,5145,5148,5149,5158,5189,5190,5192,5193,5194,5195,54714,55670,5824,5828,5830,585,5949,5956,5959,5961,6010,6011,6017,6094,6100,6101,6102,6103,6121,6295,6785,7287,7399,7401,7439,778,8504,8754,8799,8842,9094,9128,9129,9187,9227,9364,9409,10210,10560,10908,11020,1161,1201,123016,128338,130557,1340,1352,1355,138050,145226,1509,157657,2074,22868,22926,23418,23568,23600,24148,25970,26090,26146,26160,27235,27241,282809,2937,2979,3030,3052,3166,3420,346007,375298,388939,4508,4591,4695,4704,4705,4722,4724,4728,4751,4867,51,51057,51204,5146,5373,54585,54806,54903,55212,55572,55624,55812,55857,55975,57096,57709,582,583,5995,60509,6114,6116,617,6311,6341,6389,6392,64218,6834,7275,7355,7466,762,768206,7840,79797,79947,8195,83394,84100,84140,8481,84839,857,92211,93589,9657,9742,1499,22897,22930,22931,25782,27031,27130,27229,2780,324,3423,4000,4509,4567,4982,50484,5080,5184,54476,6023,7299,7486,2201,23503,5538,6314,100151683,10166,1282,1910,26258,4286,4948,5077,51151,6663,10329,10585,11041,2218,2301,29954,4693,5147,9215,1200,1203,1356,1524,23322,2512,2668,3028,338,54982,57560,596,6247,6347,64802,6647,1298,1299,2200,23451,26191,2767,2776,317,3240,355,4036,4041,5728,726,836,842,8517,9131,1605,2202,23090,2896,4990,50,5015,51109,51259,51524,5950,7737,9445,11200,5925,7157,1462,182,5076,1785,114902,23539,3075,3426,348,387715,629,7078,7099,717,718,735,8797,8878,1283,80169,1392,1401,183,185,2572,5444,7057,167691,343035,392255,80184,3590,50964,673,7545,1908,6609,207,5290,2153,3673,23095,3291,5979,6390,7428,23554,2483,4512,4514,4519,4535,4536,4538,4539,4540,4541,2538,2542,344,4023,285440,3105,4771,3548,5322,54719,63895]"
"F92";"F84";"cataract";"macular degeneration";"INVALID";"C0086543";"[10002,10083,10084,10210,10461,10518,10585,10594,10682,10716,10733,10804,1161,1258,1259,1280,1285,1286,1294,1297,1298,1299,1301,1376,1387,1406,1409,1410,1413,1414,1415,1420,1421,1427,1462,1593,1605,1643,1717,1736,175,1760,1798,182,2033,2067,2068,207,2071,2072,2073,2074,2200,2218,2250,22930,22931,2296,23020,2303,231,2317,23203,23322,23418,23424,23568,23746,24,24148,2512,257,25782,25794,2584,25861,2592,26121,26137,26160,26191,26227,26610,2671,2697,2703,2707,27077,2717,2778,291,2979,29925,29954,3000,3035,3052,3105,3166,326,3339,3420,3516,355,3614,3756,3769,3982,4010,4041,4094,4117,415,4284,4329,4575,4598,4627,4647,4668,4693,472,4751,4758,4771,4810,4851,490,4901,4952,4990,5015,5053,5080,50939,51057,51259,5145,5148,5158,51684,5189,5190,5191,5192,5193,5194,5195,5264,5290,5295,5309,5428,54507,54567,54714,54765,54880,54903,55214,55624,55670,55699,5727,5728,5741,57447,5745,5824,5828,583,5830,5832,5925,5949,5961,5995,60,6010,6017,6094,6100,6101,6102,6103,6121,617,6247,627,6295,6309,6513,652,699,701,7020,7045,7275,7287,7399,7401,7431,7436,7439,7473,7486,7490,7507,7508,7555,762,7840,8443,8481,8504,8517,8573,8643,8671,8675,8799,8842,8985,9128,9129,9150,9184,9197,9215,9227,9247,9361,9401,9409,9640,9657,9702,9742,9896,9987,100188774,100302720,10306,1969,10484,1412,1417,1419,3299,128637,1287,1411,2108,2109,2110,23095,2651,4047,4511,4512,4513,4514,4519,4535,4540,4541,4558,4566,4567,4572,4574,4577,4578,5605,5979,6390,6392,7428,7466,8419,857,128866,146862,2700,631,79443,878,1484,26090,51099,8322,266979,55750,6648,387700,907,493862,57724,9193,619404,7792,80207,80770,8130,81863,84668,9445]";"C0024437";"[1001,1201,2201,224,23503,24,26146,368,54714,5538,5961,6017,6103,6314,6785,8842,10002,7439,10461,23746,2629,10516,114902,2074,23539,3075,3426,348,387715,629,64802,7078,7099,717,718,735,7422,8797,8878,207,2677,4982,5167,5290,5728,3105,4771,55785]"
"D92";"F92";"diverticulum + diverticulitis";"cataract";"INVALID";"C1510475";"[10516,1281,1289,2006,30008,51085,5351,538,8425,8626,1277,1290,5832,207,26608,2969,3984,4292,4436,5290,5310,5728,5979,5982,7461,9031,9569]";"C0086543";"[10002,10083,10084,10210,10461,10518,10585,10594,10682,10716,10733,10804,1161,1258,1259,1280,1285,1286,1294,1297,1298,1299,1301,1376,1387,1406,1409,1410,1413,1414,1415,1420,1421,1427,1462,1593,1605,1643,1717,1736,175,1760,1798,182,2033,2067,2068,207,2071,2072,2073,2074,2200,2218,2250,22930,22931,2296,23020,2303,231,2317,23203,23322,23418,23424,23568,23746,24,24148,2512,257,25782,25794,2584,25861,2592,26121,26137,26160,26191,26227,26610,2671,2697,2703,2707,27077,2717,2778,291,2979,29925,29954,3000,3035,3052,3105,3166,326,3339,3420,3516,355,3614,3756,3769,3982,4010,4041,4094,4117,415,4284,4329,4575,4598,4627,4647,4668,4693,472,4751,4758,4771,4810,4851,490,4901,4952,4990,5015,5053,5080,50939,51057,51259,5145,5148,5158,51684,5189,5190,5191,5192,5193,5194,5195,5264,5290,5295,5309,5428,54507,54567,54714,54765,54880,54903,55214,55624,55670,55699,5727,5728,5741,57447,5745,5824,5828,583,5830,5832,5925,5949,5961,5995,60,6010,6017,6094,6100,6101,6102,6103,6121,617,6247,627,6295,6309,6513,652,699,701,7020,7045,7275,7287,7399,7401,7431,7436,7439,7473,7486,7490,7507,7508,7555,762,7840,8443,8481,8504,8517,8573,8643,8671,8675,8799,8842,8985,9128,9129,9150,9184,9197,9215,9227,9247,9361,9401,9409,9640,9657,9702,9742,9896,9987,100188774,100302720,10306,1969,10484,1412,1417,1419,3299,128637,1287,1411,2108,2109,2110,23095,2651,4047,4511,4512,4513,4514,4519,4535,4540,4541,4558,4566,4567,4572,4574,4577,4578,5605,5979,6390,6392,7428,7466,8419,857,128866,146862,2700,631,79443,878,1484,26090,51099,8322,266979,55750,6648,387700,907,493862,57724,9193,619404,7792,80207,80770,8130,81863,84668,9445]"
"F72";"F92";"blepharitis + chalazion";"cataract";"INVALID";"C0497210";"[10758,10804,1294,1736,25836,348,4312,51360,5317,5333,55630,5885,6303,6868,8243,8626,9126]";"C0086543";"[10002,10083,10084,10210,10461,10518,10585,10594,10682,10716,10733,10804,1161,1258,1259,1280,1285,1286,1294,1297,1298,1299,1301,1376,1387,1406,1409,1410,1413,1414,1415,1420,1421,1427,1462,1593,1605,1643,1717,1736,175,1760,1798,182,2033,2067,2068,207,2071,2072,2073,2074,2200,2218,2250,22930,22931,2296,23020,2303,231,2317,23203,23322,23418,23424,23568,23746,24,24148,2512,257,25782,25794,2584,25861,2592,26121,26137,26160,26191,26227,26610,2671,2697,2703,2707,27077,2717,2778,291,2979,29925,29954,3000,3035,3052,3105,3166,326,3339,3420,3516,355,3614,3756,3769,3982,4010,4041,4094,4117,415,4284,4329,4575,4598,4627,4647,4668,4693,472,4751,4758,4771,4810,4851,490,4901,4952,4990,5015,5053,5080,50939,51057,51259,5145,5148,5158,51684,5189,5190,5191,5192,5193,5194,5195,5264,5290,5295,5309,5428,54507,54567,54714,54765,54880,54903,55214,55624,55670,55699,5727,5728,5741,57447,5745,5824,5828,583,5830,5832,5925,5949,5961,5995,60,6010,6017,6094,6100,6101,6102,6103,6121,617,6247,627,6295,6309,6513,652,699,701,7020,7045,7275,7287,7399,7401,7431,7436,7439,7473,7486,7490,7507,7508,7555,762,7840,8443,8481,8504,8517,8573,8643,8671,8675,8799,8842,8985,9128,9129,9150,9184,9197,9215,9227,9247,9361,9401,9409,9640,9657,9702,9742,9896,9987,100188774,100302720,10306,1969,10484,1412,1417,1419,3299,128637,1287,1411,2108,2109,2110,23095,2651,4047,4511,4512,4513,4514,4519,4535,4540,4541,4558,4566,4567,4572,4574,4577,4578,5605,5979,6390,6392,7428,7466,8419,857,128866,146862,2700,631,79443,878,1484,26090,51099,8322,266979,55750,6648,387700,907,493862,57724,9193,619404,7792,80207,80770,8130,81863,84668,9445]"
"D93";"F92";"Colonic Diseases, Functional";"cataract";"INVALID";"C0022104";"[3586,7177]";"C0086543";"[10002,10083,10084,10210,10461,10518,10585,10594,10682,10716,10733,10804,1161,1258,1259,1280,1285,1286,1294,1297,1298,1299,1301,1376,1387,1406,1409,1410,1413,1414,1415,1420,1421,1427,1462,1593,1605,1643,1717,1736,175,1760,1798,182,2033,2067,2068,207,2071,2072,2073,2074,2200,2218,2250,22930,22931,2296,23020,2303,231,2317,23203,23322,23418,23424,23568,23746,24,24148,2512,257,25782,25794,2584,25861,2592,26121,26137,26160,26191,26227,26610,2671,2697,2703,2707,27077,2717,2778,291,2979,29925,29954,3000,3035,3052,3105,3166,326,3339,3420,3516,355,3614,3756,3769,3982,4010,4041,4094,4117,415,4284,4329,4575,4598,4627,4647,4668,4693,472,4751,4758,4771,4810,4851,490,4901,4952,4990,5015,5053,5080,50939,51057,51259,5145,5148,5158,51684,5189,5190,5191,5192,5193,5194,5195,5264,5290,5295,5309,5428,54507,54567,54714,54765,54880,54903,55214,55624,55670,55699,5727,5728,5741,57447,5745,5824,5828,583,5830,5832,5925,5949,5961,5995,60,6010,6017,6094,6100,6101,6102,6103,6121,617,6247,627,6295,6309,6513,652,699,701,7020,7045,7275,7287,7399,7401,7431,7436,7439,7473,7486,7490,7507,7508,7555,762,7840,8443,8481,8504,8517,8573,8643,8671,8675,8799,8842,8985,9128,9129,9150,9184,9197,9215,9227,9247,9361,9401,9409,9640,9657,9702,9742,9896,9987,100188774,100302720,10306,1969,10484,1412,1417,1419,3299,128637,1287,1411,2108,2109,2110,23095,2651,4047,4511,4512,4513,4514,4519,4535,4540,4541,4558,4566,4567,4572,4574,4577,4578,5605,5979,6390,6392,7428,7466,8419,857,128866,146862,2700,631,79443,878,1484,26090,51099,8322,266979,55750,6648,387700,907,493862,57724,9193,619404,7792,80207,80770,8130,81863,84668,9445]"
"F82";"F92";"Retinal Detachment";"cataract";"VALID";"C0035305";"[10585,1280,1297,1298,1299,1301,2200,2218,23418,23451,26191,2767,2776,29954,317,3240,3440,355,4036,4041,4693,5080,5351,5728,6247,726,7439,8322,836,842,8517,9131,9215,10002,1509,55624,2483,3490,54719,80781]";"C0086543";"[10002,10083,10084,10210,10461,10518,10585,10594,10682,10716,10733,10804,1161,1258,1259,1280,1285,1286,1294,1297,1298,1299,1301,1376,1387,1406,1409,1410,1413,1414,1415,1420,1421,1427,1462,1593,1605,1643,1717,1736,175,1760,1798,182,2033,2067,2068,207,2071,2072,2073,2074,2200,2218,2250,22930,22931,2296,23020,2303,231,2317,23203,23322,23418,23424,23568,23746,24,24148,2512,257,25782,25794,2584,25861,2592,26121,26137,26160,26191,26227,26610,2671,2697,2703,2707,27077,2717,2778,291,2979,29925,29954,3000,3035,3052,3105,3166,326,3339,3420,3516,355,3614,3756,3769,3982,4010,4041,4094,4117,415,4284,4329,4575,4598,4627,4647,4668,4693,472,4751,4758,4771,4810,4851,490,4901,4952,4990,5015,5053,5080,50939,51057,51259,5145,5148,5158,51684,5189,5190,5191,5192,5193,5194,5195,5264,5290,5295,5309,5428,54507,54567,54714,54765,54880,54903,55214,55624,55670,55699,5727,5728,5741,57447,5745,5824,5828,583,5830,5832,5925,5949,5961,5995,60,6010,6017,6094,6100,6101,6102,6103,6121,617,6247,627,6295,6309,6513,652,699,701,7020,7045,7275,7287,7399,7401,7431,7436,7439,7473,7486,7490,7507,7508,7555,762,7840,8443,8481,8504,8517,8573,8643,8671,8675,8799,8842,8985,9128,9129,9150,9184,9197,9215,9227,9247,9361,9401,9409,9640,9657,9702,9742,9896,9987,100188774,100302720,10306,1969,10484,1412,1417,1419,3299,128637,1287,1411,2108,2109,2110,23095,2651,4047,4511,4512,4513,4514,4519,4535,4540,4541,4558,4566,4567,4572,4574,4577,4578,5605,5979,6390,6392,7428,7466,8419,857,128866,146862,2700,631,79443,878,1484,26090,51099,8322,266979,55750,6648,387700,907,493862,57724,9193,619404,7792,80207,80770,8130,81863,84668,9445]"
"D85";"F92";"Duodenal ulcer";"cataract";"INVALID";"C0013295";"[28,4843,5321,5340,5743,7040,8000]";"C0086543";"[10002,10083,10084,10210,10461,10518,10585,10594,10682,10716,10733,10804,1161,1258,1259,1280,1285,1286,1294,1297,1298,1299,1301,1376,1387,1406,1409,1410,1413,1414,1415,1420,1421,1427,1462,1593,1605,1643,1717,1736,175,1760,1798,182,2033,2067,2068,207,2071,2072,2073,2074,2200,2218,2250,22930,22931,2296,23020,2303,231,2317,23203,23322,23418,23424,23568,23746,24,24148,2512,257,25782,25794,2584,25861,2592,26121,26137,26160,26191,26227,26610,2671,2697,2703,2707,27077,2717,2778,291,2979,29925,29954,3000,3035,3052,3105,3166,326,3339,3420,3516,355,3614,3756,3769,3982,4010,4041,4094,4117,415,4284,4329,4575,4598,4627,4647,4668,4693,472,4751,4758,4771,4810,4851,490,4901,4952,4990,5015,5053,5080,50939,51057,51259,5145,5148,5158,51684,5189,5190,5191,5192,5193,5194,5195,5264,5290,5295,5309,5428,54507,54567,54714,54765,54880,54903,55214,55624,55670,55699,5727,5728,5741,57447,5745,5824,5828,583,5830,5832,5925,5949,5961,5995,60,6010,6017,6094,6100,6101,6102,6103,6121,617,6247,627,6295,6309,6513,652,699,701,7020,7045,7275,7287,7399,7401,7431,7436,7439,7473,7486,7490,7507,7508,7555,762,7840,8443,8481,8504,8517,8573,8643,8671,8675,8799,8842,8985,9128,9129,9150,9184,9197,9215,9227,9247,9361,9401,9409,9640,9657,9702,9742,9896,9987,100188774,100302720,10306,1969,10484,1412,1417,1419,3299,128637,1287,1411,2108,2109,2110,23095,2651,4047,4511,4512,4513,4514,4519,4535,4540,4541,4558,4566,4567,4572,4574,4577,4578,5605,5979,6390,6392,7428,7466,8419,857,128866,146862,2700,631,79443,878,1484,26090,51099,8322,266979,55750,6648,387700,907,493862,57724,9193,619404,7792,80207,80770,8130,81863,84668,9445]"
"D98";"F92";"Cholecystitis + cholelithiasis";"cataract";"INVALID";"C0267853";"[100126309,10062,1174,123264,1244,132,1432,152518,1581,1582,1593,1728,1958,200931,2243,2271,23600,26061,26160,27031,27248,2920,3295,335,3383,3479,3569,3576,3643,406884,406891,4069,406920,406961,406965,407000,407012,407019,407055,4189,442905,4780,4843,4853,494323,494326,5054,51014,5122,51473,5173,5265,5443,5603,56521,567,5962,5970,617,6354,644,6615,6653,6731,693121,7124,7376,7412,7905,79876,80270,84068,84216,8647,8714,9002,93664,9420,9652,9742,9924,9962,9963,9971,10483,1760,2235,226,286,3043,3098,326,374569,5213,5244,5313,5824,669,6899,7167,7390,1277,3694,3880,50615,7042,7076,9076,2022,2658,2821,4089,410,94,2778,3156,64241,885]";"C0086543";"[10002,10083,10084,10210,10461,10518,10585,10594,10682,10716,10733,10804,1161,1258,1259,1280,1285,1286,1294,1297,1298,1299,1301,1376,1387,1406,1409,1410,1413,1414,1415,1420,1421,1427,1462,1593,1605,1643,1717,1736,175,1760,1798,182,2033,2067,2068,207,2071,2072,2073,2074,2200,2218,2250,22930,22931,2296,23020,2303,231,2317,23203,23322,23418,23424,23568,23746,24,24148,2512,257,25782,25794,2584,25861,2592,26121,26137,26160,26191,26227,26610,2671,2697,2703,2707,27077,2717,2778,291,2979,29925,29954,3000,3035,3052,3105,3166,326,3339,3420,3516,355,3614,3756,3769,3982,4010,4041,4094,4117,415,4284,4329,4575,4598,4627,4647,4668,4693,472,4751,4758,4771,4810,4851,490,4901,4952,4990,5015,5053,5080,50939,51057,51259,5145,5148,5158,51684,5189,5190,5191,5192,5193,5194,5195,5264,5290,5295,5309,5428,54507,54567,54714,54765,54880,54903,55214,55624,55670,55699,5727,5728,5741,57447,5745,5824,5828,583,5830,5832,5925,5949,5961,5995,60,6010,6017,6094,6100,6101,6102,6103,6121,617,6247,627,6295,6309,6513,652,699,701,7020,7045,7275,7287,7399,7401,7431,7436,7439,7473,7486,7490,7507,7508,7555,762,7840,8443,8481,8504,8517,8573,8643,8671,8675,8799,8842,8985,9128,9129,9150,9184,9197,9215,9227,9247,9361,9401,9409,9640,9657,9702,9742,9896,9987,100188774,100302720,10306,1969,10484,1412,1417,1419,3299,128637,1287,1411,2108,2109,2110,23095,2651,4047,4511,4512,4513,4514,4519,4535,4540,4541,4558,4566,4567,4572,4574,4577,4578,5605,5979,6390,6392,7428,7466,8419,857,128866,146862,2700,631,79443,878,1484,26090,51099,8322,266979,55750,6648,387700,907,493862,57724,9193,619404,7792,80207,80770,8130,81863,84668,9445]"
"F73";"F92";"eye infections";"cataract";"INVALID";"C0497211";"[10804,1643,2068,2071,2072,2073,2074,242,26154,2706,30813,3576,4914,5080,51360,5339,5429,6303,7051,7097,7507,7508,8517,8626,1312,2247,22861,2812,421,6239,6899,7290,7353,7422,9632,1392,1409,1415,1776,213,3123,3313,5176,5949,6295,6648,726,794,2200,2255,2261,2263,26191,355,3559,3560,5771,6775,7297,919,3440,3141,326,5340,686,4041,444]";"C0086543";"[10002,10083,10084,10210,10461,10518,10585,10594,10682,10716,10733,10804,1161,1258,1259,1280,1285,1286,1294,1297,1298,1299,1301,1376,1387,1406,1409,1410,1413,1414,1415,1420,1421,1427,1462,1593,1605,1643,1717,1736,175,1760,1798,182,2033,2067,2068,207,2071,2072,2073,2074,2200,2218,2250,22930,22931,2296,23020,2303,231,2317,23203,23322,23418,23424,23568,23746,24,24148,2512,257,25782,25794,2584,25861,2592,26121,26137,26160,26191,26227,26610,2671,2697,2703,2707,27077,2717,2778,291,2979,29925,29954,3000,3035,3052,3105,3166,326,3339,3420,3516,355,3614,3756,3769,3982,4010,4041,4094,4117,415,4284,4329,4575,4598,4627,4647,4668,4693,472,4751,4758,4771,4810,4851,490,4901,4952,4990,5015,5053,5080,50939,51057,51259,5145,5148,5158,51684,5189,5190,5191,5192,5193,5194,5195,5264,5290,5295,5309,5428,54507,54567,54714,54765,54880,54903,55214,55624,55670,55699,5727,5728,5741,57447,5745,5824,5828,583,5830,5832,5925,5949,5961,5995,60,6010,6017,6094,6100,6101,6102,6103,6121,617,6247,627,6295,6309,6513,652,699,701,7020,7045,7275,7287,7399,7401,7431,7436,7439,7473,7486,7490,7507,7508,7555,762,7840,8443,8481,8504,8517,8573,8643,8671,8675,8799,8842,8985,9128,9129,9150,9184,9197,9215,9227,9247,9361,9401,9409,9640,9657,9702,9742,9896,9987,100188774,100302720,10306,1969,10484,1412,1417,1419,3299,128637,1287,1411,2108,2109,2110,23095,2651,4047,4511,4512,4513,4514,4519,4535,4540,4541,4558,4566,4567,4572,4574,4577,4578,5605,5979,6390,6392,7428,7466,8419,857,128866,146862,2700,631,79443,878,1484,26090,51099,8322,266979,55750,6648,387700,907,493862,57724,9193,619404,7792,80207,80770,8130,81863,84668,9445]"
"D90";"F92";"Diaphragmatic hernia";"cataract";"INVALID";"C3489393";"[23384,25836,538,5832,7043,7148,9640,1080,183,1906,1909,1910,2006,2247,23414,2626,2627,2697,3170,3202,3213,3383,3479,3481,3569,362,3737,3745,3778,4036,4846,4878,64220,6439,6440,652,6586,7026,7040,7055,7067,7068,7080,7124,7345,7412,7490,8817,84942]";"C0086543";"[10002,10083,10084,10210,10461,10518,10585,10594,10682,10716,10733,10804,1161,1258,1259,1280,1285,1286,1294,1297,1298,1299,1301,1376,1387,1406,1409,1410,1413,1414,1415,1420,1421,1427,1462,1593,1605,1643,1717,1736,175,1760,1798,182,2033,2067,2068,207,2071,2072,2073,2074,2200,2218,2250,22930,22931,2296,23020,2303,231,2317,23203,23322,23418,23424,23568,23746,24,24148,2512,257,25782,25794,2584,25861,2592,26121,26137,26160,26191,26227,26610,2671,2697,2703,2707,27077,2717,2778,291,2979,29925,29954,3000,3035,3052,3105,3166,326,3339,3420,3516,355,3614,3756,3769,3982,4010,4041,4094,4117,415,4284,4329,4575,4598,4627,4647,4668,4693,472,4751,4758,4771,4810,4851,490,4901,4952,4990,5015,5053,5080,50939,51057,51259,5145,5148,5158,51684,5189,5190,5191,5192,5193,5194,5195,5264,5290,5295,5309,5428,54507,54567,54714,54765,54880,54903,55214,55624,55670,55699,5727,5728,5741,57447,5745,5824,5828,583,5830,5832,5925,5949,5961,5995,60,6010,6017,6094,6100,6101,6102,6103,6121,617,6247,627,6295,6309,6513,652,699,701,7020,7045,7275,7287,7399,7401,7431,7436,7439,7473,7486,7490,7507,7508,7555,762,7840,8443,8481,8504,8517,8573,8643,8671,8675,8799,8842,8985,9128,9129,9150,9184,9197,9215,9227,9247,9361,9401,9409,9640,9657,9702,9742,9896,9987,100188774,100302720,10306,1969,10484,1412,1417,1419,3299,128637,1287,1411,2108,2109,2110,23095,2651,4047,4511,4512,4513,4514,4519,4535,4540,4541,4558,4566,4567,4572,4574,4577,4578,5605,5979,6390,6392,7428,7466,8419,857,128866,146862,2700,631,79443,878,1484,26090,51099,8322,266979,55750,6648,387700,907,493862,57724,9193,619404,7792,80207,80770,8130,81863,84668,9445]"
"D91";"F92";"Hernia, Femoral + Hernia, Umbilical + Hernia, Ventral";"cataract";"INVALID";"C0494753";"[10060,10082,10243,10516,10555,1146,1277,1280,1289,1290,1482,175,1836,1855,1947,2146,2239,2245,23384,23483,23545,26580,2719,2741,2990,3339,3423,3425,3643,3670,3756,3764,4036,4088,411,4784,4853,4854,4920,50506,50814,51360,51715,538,54453,54487,5449,546,54968,55636,5626,5727,5832,6299,6497,6528,6899,7038,7067,7068,7173,7201,7252,7253,7474,7849,8022,8214,8220,8425,8626,8820,9321,9509,9723,9759,9968,9993,1278,2316,2517,4758,5290,54499,7055]";"C0086543";"[10002,10083,10084,10210,10461,10518,10585,10594,10682,10716,10733,10804,1161,1258,1259,1280,1285,1286,1294,1297,1298,1299,1301,1376,1387,1406,1409,1410,1413,1414,1415,1420,1421,1427,1462,1593,1605,1643,1717,1736,175,1760,1798,182,2033,2067,2068,207,2071,2072,2073,2074,2200,2218,2250,22930,22931,2296,23020,2303,231,2317,23203,23322,23418,23424,23568,23746,24,24148,2512,257,25782,25794,2584,25861,2592,26121,26137,26160,26191,26227,26610,2671,2697,2703,2707,27077,2717,2778,291,2979,29925,29954,3000,3035,3052,3105,3166,326,3339,3420,3516,355,3614,3756,3769,3982,4010,4041,4094,4117,415,4284,4329,4575,4598,4627,4647,4668,4693,472,4751,4758,4771,4810,4851,490,4901,4952,4990,5015,5053,5080,50939,51057,51259,5145,5148,5158,51684,5189,5190,5191,5192,5193,5194,5195,5264,5290,5295,5309,5428,54507,54567,54714,54765,54880,54903,55214,55624,55670,55699,5727,5728,5741,57447,5745,5824,5828,583,5830,5832,5925,5949,5961,5995,60,6010,6017,6094,6100,6101,6102,6103,6121,617,6247,627,6295,6309,6513,652,699,701,7020,7045,7275,7287,7399,7401,7431,7436,7439,7473,7486,7490,7507,7508,7555,762,7840,8443,8481,8504,8517,8573,8643,8671,8675,8799,8842,8985,9128,9129,9150,9184,9197,9215,9227,9247,9361,9401,9409,9640,9657,9702,9742,9896,9987,100188774,100302720,10306,1969,10484,1412,1417,1419,3299,128637,1287,1411,2108,2109,2110,23095,2651,4047,4511,4512,4513,4514,4519,4535,4540,4541,4558,4566,4567,4572,4574,4577,4578,5605,5979,6390,6392,7428,7466,8419,857,128866,146862,2700,631,79443,878,1484,26090,51099,8322,266979,55750,6648,387700,907,493862,57724,9193,619404,7792,80207,80770,8130,81863,84668,9445]"
